INFO - main_ImageNet.py - 2025-05-07 17:53:07,131 - Using device: cuda
INFO - main_ImageNet.py - 2025-05-07 17:53:07,131 - Writing log file to run/logs/AapmCT_10C
INFO - main_ImageNet.py - 2025-05-07 17:53:07,131 - Exp instance id = 12085
INFO - main_ImageNet.py - 2025-05-07 17:53:07,131 - Exp comment = 
INFO - main_ImageNet.py - 2025-05-07 17:53:07,132 - Config =
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:39,497 - step: 44889, loss: 276484.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:39,767 - step: 44890, loss: 905099.8125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:40,039 - step: 44891, loss: 59283.1015625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:40,308 - step: 44892, loss: 55367.609375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:40,577 - step: 44893, loss: 277029.59375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:40,847 - step: 44894, loss: 48567.859375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:41,116 - step: 44895, loss: 45920.421875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:41,386 - step: 44896, loss: 45569.6328125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:41,656 - step: 44897, loss: 41923.23046875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:41,925 - step: 44898, loss: 615551.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:42,195 - step: 44899, loss: 42747.57421875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:42,464 - step: 44900, loss: 274110.96875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:42,794 - step: 44901, loss: 38119.4453125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:43,063 - step: 44902, loss: 1127218.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:43,332 - step: 44903, loss: 37816.4921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:43,602 - step: 44904, loss: 1316276.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:43,871 - step: 44905, loss: 1121988.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:44,140 - step: 44906, loss: 898628.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:44,411 - step: 44907, loss: 897652.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:44,680 - step: 44908, loss: 41359.46484375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:44,949 - step: 44909, loss: 610724.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:45,219 - step: 44910, loss: 38061.99609375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:45,491 - step: 44911, loss: 1123585.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:45,760 - step: 44912, loss: 89145.5078125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:46,029 - step: 44913, loss: 891691.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:46,299 - step: 44914, loss: 86498.21875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:46,569 - step: 44915, loss: 889910.8125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:46,838 - step: 44916, loss: 261172.734375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:47,108 - step: 44917, loss: 889734.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:47,377 - step: 44918, loss: 51407.45703125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:47,647 - step: 44919, loss: 60755.21484375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:47,917 - step: 44920, loss: 607294.1875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:48,188 - step: 44921, loss: 41122.94921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:48,458 - step: 44922, loss: 44943.34375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:48,727 - step: 44923, loss: 1121305.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:48,997 - step: 44924, loss: 893380.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:49,266 - step: 44925, loss: 48450.734375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:49,535 - step: 44926, loss: 265753.65625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:49,805 - step: 44927, loss: 39200.69921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:50,074 - step: 44928, loss: 260001.390625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:50,343 - step: 44929, loss: 41379.171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:50,613 - step: 44930, loss: 38285.4296875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:50,885 - step: 44931, loss: 84839.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:51,155 - step: 44932, loss: 40630.203125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:51,424 - step: 44933, loss: 71355.828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:51,694 - step: 44934, loss: 1123114.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:51,964 - step: 44935, loss: 46002.0546875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:52,233 - step: 44936, loss: 885061.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:52,503 - step: 44937, loss: 83080.1015625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:52,772 - step: 44938, loss: 81633.1875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:53,041 - step: 44939, loss: 877411.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:53,312 - step: 44940, loss: 49561.890625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:53,584 - step: 44941, loss: 69948.296875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:53,853 - step: 44942, loss: 1111735.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:54,122 - step: 44943, loss: 42843.3828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:54,392 - step: 44944, loss: 40804.984375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:54,661 - step: 44945, loss: 46484.4921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:54,931 - step: 44946, loss: 100160.1640625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:55,201 - step: 44947, loss: 81694.3828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:55,471 - step: 44948, loss: 37578.5390625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:55,740 - step: 44949, loss: 38546.75390625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:56,010 - step: 44950, loss: 72913.703125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:56,282 - step: 44951, loss: 46759.7265625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:56,551 - step: 44952, loss: 1317546.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:56,821 - step: 44953, loss: 47464.234375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:57,091 - step: 44954, loss: 45102.6875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:57,360 - step: 44955, loss: 1112405.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:57,629 - step: 44956, loss: 35553.921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:57,899 - step: 44957, loss: 36275.08984375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:58,169 - step: 44958, loss: 36162.57421875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:58,438 - step: 44959, loss: 104994.859375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:58,708 - step: 44960, loss: 41586.390625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:58,980 - step: 44961, loss: 40550.4453125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:59,250 - step: 44962, loss: 257128.765625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:59,519 - step: 44963, loss: 80317.1796875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:01:59,789 - step: 44964, loss: 65420.58203125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:00,059 - step: 44965, loss: 42348.51953125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:00,328 - step: 44966, loss: 77830.8828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:00,598 - step: 44967, loss: 37587.51953125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:00,867 - step: 44968, loss: 37821.26171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:01,137 - step: 44969, loss: 35695.34765625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:01,406 - step: 44970, loss: 103227.28125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:01,678 - step: 44971, loss: 82850.609375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:01,948 - step: 44972, loss: 1311967.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:02,217 - step: 44973, loss: 1104487.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:02,488 - step: 44974, loss: 869408.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:02,757 - step: 44975, loss: 113724.3671875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:03,027 - step: 44976, loss: 55968.90625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:03,297 - step: 44977, loss: 596338.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:03,566 - step: 44978, loss: 41547.70703125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:03,835 - step: 44979, loss: 76933.9296875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:04,105 - step: 44980, loss: 37969.7265625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:04,377 - step: 44981, loss: 1107599.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:04,646 - step: 44982, loss: 1103248.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:04,915 - step: 44983, loss: 43888.53125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:05,185 - step: 44984, loss: 63435.3671875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:05,454 - step: 44985, loss: 44415.4140625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:05,724 - step: 44986, loss: 47543.44140625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:05,994 - step: 44987, loss: 52636.50390625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:06,263 - step: 44988, loss: 1314492.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:06,532 - step: 44989, loss: 874026.1875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:06,803 - step: 44990, loss: 869495.0625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:07,075 - step: 44991, loss: 1100314.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:07,344 - step: 44992, loss: 248326.578125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:07,613 - step: 44993, loss: 78914.171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:07,883 - step: 44994, loss: 100818.8671875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:08,153 - step: 44995, loss: 104964.765625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:08,422 - step: 44996, loss: 52092.2578125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:08,692 - step: 44997, loss: 38594.30078125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:08,961 - step: 44998, loss: 1111641.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:09,231 - step: 44999, loss: 61697.65625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:09,501 - step: 45000, loss: 79492.1015625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:09,983 - step: 45001, loss: 52103.41015625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:10,254 - step: 45002, loss: 49818.5625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:10,524 - step: 45003, loss: 57290.51953125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:10,793 - step: 45004, loss: 50202.32421875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:11,062 - step: 45005, loss: 70075.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:11,332 - step: 45006, loss: 38811.34375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:11,601 - step: 45007, loss: 889268.0625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:11,870 - step: 45008, loss: 1310765.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:12,140 - step: 45009, loss: 1105492.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:12,409 - step: 45010, loss: 594821.0625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:12,681 - step: 45011, loss: 1308038.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:12,950 - step: 45012, loss: 249985.921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:13,220 - step: 45013, loss: 1306257.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:13,489 - step: 45014, loss: 86170.1171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:13,759 - step: 45015, loss: 255101.484375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:14,028 - step: 45016, loss: 298460.53125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:14,298 - step: 45017, loss: 596331.6875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:14,567 - step: 45018, loss: 71327.1484375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:14,836 - step: 45019, loss: 77483.03125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:15,106 - step: 45020, loss: 113121.1484375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:15,377 - step: 45021, loss: 602735.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:15,647 - step: 45022, loss: 110920.90625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:15,916 - step: 45023, loss: 134485.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:16,186 - step: 45024, loss: 600157.1875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:16,455 - step: 45025, loss: 351704.71875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:16,724 - step: 45026, loss: 161867.734375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:16,994 - step: 45027, loss: 1321094.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:17,264 - step: 45028, loss: 135683.296875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:17,533 - step: 45029, loss: 111797.8828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:17,803 - step: 45030, loss: 123478.4921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:18,074 - step: 45031, loss: 110280.6328125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:18,344 - step: 45032, loss: 147355.609375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:18,613 - step: 45033, loss: 83004.34375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:18,883 - step: 45034, loss: 325748.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:19,152 - step: 45035, loss: 1353716.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:19,422 - step: 45036, loss: 1336558.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:19,692 - step: 45037, loss: 134487.203125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:19,961 - step: 45038, loss: 321029.78125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:20,230 - step: 45039, loss: 1328814.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:20,502 - step: 45040, loss: 272089.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:20,774 - step: 45041, loss: 98657.65625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:21,043 - step: 45042, loss: 118344.4609375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:21,313 - step: 45043, loss: 88181.3984375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:21,582 - step: 45044, loss: 63289.91015625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:21,852 - step: 45045, loss: 317013.96875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:22,121 - step: 45046, loss: 295442.84375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:22,391 - step: 45047, loss: 1328222.0
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:22,661 - step: 45048, loss: 121315.09375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:22,930 - step: 45049, loss: 236611.671875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:23,200 - step: 45050, loss: 92285.9765625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:23,471 - step: 45051, loss: 1346957.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:23,741 - step: 45052, loss: 300181.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:24,010 - step: 45053, loss: 60801.8359375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:24,280 - step: 45054, loss: 277926.34375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:24,549 - step: 45055, loss: 67517.109375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:24,818 - step: 45056, loss: 69338.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:25,088 - step: 45057, loss: 90538.484375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:25,358 - step: 45058, loss: 74808.1171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:25,627 - step: 45059, loss: 926857.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:25,896 - step: 45060, loss: 898131.875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:26,168 - step: 45061, loss: 1120314.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:26,437 - step: 45062, loss: 98788.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:26,707 - step: 45063, loss: 63371.14453125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:26,977 - step: 45064, loss: 111338.9921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:27,246 - step: 45065, loss: 65122.703125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:27,516 - step: 45066, loss: 57009.7734375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:27,786 - step: 45067, loss: 64450.5546875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:28,055 - step: 45068, loss: 1333594.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:28,324 - step: 45069, loss: 608875.3125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:28,594 - step: 45070, loss: 1112975.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:28,866 - step: 45071, loss: 58426.5703125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:29,135 - step: 45072, loss: 54034.9609375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:29,404 - step: 45073, loss: 65426.9296875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:29,674 - step: 45074, loss: 86833.9921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:29,944 - step: 45075, loss: 97278.21875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:30,213 - step: 45076, loss: 90374.078125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:30,483 - step: 45077, loss: 55366.53515625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:30,752 - step: 45078, loss: 248263.5625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:31,021 - step: 45079, loss: 51510.51171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:31,291 - step: 45080, loss: 871013.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:31,563 - step: 45081, loss: 858777.6875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:31,832 - step: 45082, loss: 53508.68359375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:32,102 - step: 45083, loss: 49755.5625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:32,372 - step: 45084, loss: 77635.203125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:32,641 - step: 45085, loss: 49320.8828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:32,910 - step: 45086, loss: 258127.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:33,180 - step: 45087, loss: 48595.19921875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:33,450 - step: 45088, loss: 50360.80859375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:33,719 - step: 45089, loss: 54349.37109375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:33,989 - step: 45090, loss: 1112574.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:34,260 - step: 45091, loss: 237806.625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:34,530 - step: 45092, loss: 1095402.375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:34,800 - step: 45093, loss: 54703.67578125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:35,070 - step: 45094, loss: 1089836.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:35,339 - step: 45095, loss: 569928.6875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:35,609 - step: 45096, loss: 230116.703125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:35,879 - step: 45097, loss: 1084238.75
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:36,148 - step: 45098, loss: 78966.1796875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:36,417 - step: 45099, loss: 57381.22265625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:36,687 - step: 45100, loss: 1292168.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:37,016 - step: 45101, loss: 846597.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:37,285 - step: 45102, loss: 846351.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:37,555 - step: 45103, loss: 1081718.25
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:37,824 - step: 45104, loss: 71805.1796875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:38,094 - step: 45105, loss: 85239.015625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:38,363 - step: 45106, loss: 67118.6171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:38,633 - step: 45107, loss: 568822.1875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:38,902 - step: 45108, loss: 81695.90625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:39,171 - step: 45109, loss: 45221.87890625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:39,441 - step: 45110, loss: 841750.125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:39,713 - step: 45111, loss: 64612.796875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:39,982 - step: 45112, loss: 55286.51171875
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:40,251 - step: 45113, loss: 68794.828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:40,521 - step: 45114, loss: 58218.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:40,791 - step: 45115, loss: 222835.9375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:41,060 - step: 45116, loss: 74752.390625
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:41,330 - step: 45117, loss: 838743.8125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:41,599 - step: 45118, loss: 47871.67578125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:41,869 - step: 45119, loss: 70350.203125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:42,139 - step: 45120, loss: 58704.8125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:42,411 - step: 45121, loss: 41394.34375
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:42,680 - step: 45122, loss: 59322.8828125
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:42,950 - step: 45123, loss: 1082442.5
INFO - aapm_runner_traindataCT_10_noconv.py - 2025-05-07 18:02:43,219 - step: 45124, loss: 47137.99609375
